movieId,title,genres

5316,Enigma (2001),Thriller|Romance|

5319,Nine Queens (Nueve reinas) (2000),Thriller|Crime|

5321,Triumph of Love, The (2001),Comedy|

103624,Fruitvale Station (2013),Drama|

5323,Jason X (2002),Sci-Fi|Horror|Thriller|

5324,Life or Something Like It (2002),Romance|Comedy|

5325,Dogtown and Z-Boyz (2001),Documentary|

38095,Bittersweet Life, A (Dalkomhan insaeng) (2005),Action|Drama|Crime|

70862,It Might Get Loud (2008),Documentary|

5329,Salton Sea, The (2002),Drama|Thriller|Crime|

38097,Dumplings (Gaau ji) (2004),Drama|Horror|Thriller|

5333,Bob le Flambeur (1955),Drama|Crime|

5334,Cadillac Man (1990),Crime|Comedy|

5335,Coca-Cola Kid, The (1985),Romance|Comedy|

5337,Delirious (1991),Comedy|

5339,Husbands and Wives (1992),Drama|Comedy|

5340,Joe (1970),Drama|

5341,Lenny (1974),Drama|

54493,Manitou, The (1978),Horror|

87260,Raffles (1930),Adventure|Drama|Thriller|Crime|Romance|

5344,Thief of Hearts (1984),Drama|Thriller|

5346,Wild Orchid (1990),Drama|Romance|

5347,Deuces Wild (2002),Drama|

5348,Hollywood Ending (2002),Drama|Comedy|

5349,Spider-Man (2002),Action|Sci-Fi|Adventure|Thriller|

103655,R.I.P.D. (2013),Action|Fantasy|Comedy|

54503,Superbad (2007),Comedy|

87270,Other Woman, The (2009),Drama|

5352,The Big Sleep (1978),Thriller|

5353,Butterflies Are Free (1972),Drama|Comedy|

103659,Justice League: The Flashpoint Paradox (2013),Action|Sci-Fi|Adventure|Fantasy|Animation|

5357,Iron Will (1994),Adventure|

5358,Mountains of the Moon (1990),Adventure|

54510,Joshua (2007),Drama|Thriller|

5359,Rambling Rose (1991),Drama|

5360,Survivors, The (1983),Comedy|

5361,White Fang (1991),Adventure|

54513,Talk to Me (2007),Drama|

5363,New Guy, The (2002),Comedy|

5364,Unfaithful (2002),Drama|Thriller|

103669,Killing Season (2013),Action|Thriller|

5365,Lady and the Duke, The (Anglaise et le duc, L') (2001),Drama|Romance|

5366,Whore (1991),Drama|

5367,My Beautiful Laundrette (1985),Drama|Romance|

5368,Ballad of a Soldier (Ballada o soldate) (1959),Drama|Romance|War|

5369,Big Bad Mama (1974),Action|Comedy|

5372,Calamity Jane (1953),Western|Musical|

5373,Cranes Are Flying, The (Letyat zhuravli) (1957),Drama|Romance|War|

136447,George Carlin: You Are All Diseased (1999),Comedy|

136445,George Carlin: Back in Town (1996),Comedy|

5377,About a Boy (2002),Drama|Romance|Comedy|

70912,Goodbye Solo (2008),Drama|

5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Sci-Fi|Adventure|IMAX|

5379,Believer, The (2001),Drama|

87298,Everything Must Go (2010),Drama|Comedy|

5380,Importance of Being Earnest, The (2002),Drama|Romance|Comedy|

5382,Every Which Way But Loose (1978),Comedy|

5383,Hound of the Baskervilles, The (1959),Horror|Crime|Mystery|

87302,Red White & Blue (2010),Drama|Romance|Mystery|

5384,I Want to Live! (1958),Drama|Crime|

5385,Last Waltz, The (1978),Documentary|

87304,Beginners (2010),Drama|

103688,Conjuring, The (2013),Horror|Thriller|

5387,Enough (2002),Drama|Thriller|

87306,Super 8 (2011),Sci-Fi|Thriller|IMAX|Mystery|

5388,Insomnia (2002),Action|Drama|Thriller|Crime|Mystery|

5390,CQ (2001),Drama|

5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama|

5392,Bus Stop (1956),Drama|Romance|Comedy|

5394,Don't Bother to Knock (1952),Drama|Thriller|

5395,Gambler, The (1974),Drama|

87314,Lottery Ticket (2010),Comedy|

5396,Let's Make Love (1960),Romance|Comedy|Musical|

38164,All This, and Heaven Too (1940),Drama|Romance|

5397,Monkey Business (1952),Sci-Fi|Comedy|

70932,My Life in Ruins (2009),Comedy|

5398,Requiem for a Heavyweight (1962),Drama|

5399,River of No Return (1954),Western|Adventure|

5400,Sum of All Fears, The (2002),Drama|Thriller|

5401,Undercover Brother (2002),Comedy|

5404,84 Charing Cross Road (1987),Drama|Romance|

5406,Desert Rats, The (1953),Drama|War|

5409,Rapid Fire (1992),Action|

5410,Silent Running (1972),Sci-Fi|Drama|

70946,Troll 2 (1990),Horror|Fantasy|

5414,Bad Company (2002),Action|Crime|Comedy|

5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Drama|Comedy|

5417,Fast Runner, The (Atanarjuat) (2001),Drama|Fantasy|

5418,Bourne Identity, The (2002),Action|Thriller|Mystery|

5419,Scooby-Doo (2002),Adventure|Fantasy|Comedy|Mystery|Children|

5420,Windtalkers (2002),Action|Drama|War|

38188,Bubble (2006),Drama|Crime|Mystery|

5421,Dangerous Lives of Altar Boys, The (2002),Drama|

5422,Emperor's New Clothes, The (2001),Comedy|

5423,Gangster No. 1 (2000),Action|Thriller|Crime|

70958,Paris 36 (Faubourg 36) (2008),Drama|Romance|Musical|

120110,Jauja (2014),Western|Drama|

5424,Harvard Man (2001),Drama|Thriller|Crime|Romance|

5425,Dark Blue World (Tmavomodrý svet) (2001),Drama|War|

5428,Cheech & Chong's The Corsican Brothers (1984),Comedy|

54580,Young Lieutenant, The (Le petit lieutenant) (2005),Drama|Crime|

38198,Darwin's Nightmare (2004),Documentary|

5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Thriller|Mystery|

5434,Sorry, Wrong Number (1948),Film-Noir|Drama|Thriller|

5435,Hombre (1967),Western|

5437,Manhattan Project, The (1986),Sci-Fi|Thriller|Comedy|

5438,Men at Work (1990),Action|Comedy|

5439,S.O.B. (1981),Comedy|

5440,She Wore a Yellow Ribbon (1949),Western|

70976,Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007),Drama|Romance|

5442,V. I. Warshawski (1991),Action|Crime|Comedy|

5443,Juwanna Mann (2002),Comedy|

5444,Lilo & Stitch (2002),Sci-Fi|Adventure|Animation|Children|

5445,Minority Report (2002),Action|Sci-Fi|Thriller|Crime|Mystery|

120132,Annie (2014),Drama|Comedy|Children|Musical|

5446,Rabbit-Proof Fence (2002),Adventure|Drama|

5447,Sunshine State (2002),Drama|

5448,Hey Arnold! The Movie (2002),Adventure|Animation|Comedy|Children|

5449,Mr. Deeds (2002),Romance|Comedy|

70984,Taking Woodstock (2009),Comedy|

5450,Lovely & Amazing (2001),Drama|Romance|Comedy|

103755,Turbo (2013),Adventure|Fantasy|Animation|Comedy|Children|

5451,Pumpkin (2002),Drama|Romance|Comedy|

120138,PK (2014),Drama|Fantasy|Romance|Comedy|Mystery|

5452,Look Who's Talking Now (1993),Romance|Comedy|Children|

5453,Lost in Yonkers (1993),Drama|Comedy|

5455,Object of Beauty, The (1991),Drama|Comedy|

5458,Like Mike (2002),Fantasy|Comedy|Children|

5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Sci-Fi|Comedy|

70994,Halloween II (2009),Horror|Thriller|

5460,Powerpuff Girls, The (2002),Action|Animation|Comedy|Children|

5461,Me Without You (2001),Drama|Comedy|

5463,Reign of Fire (2002),Action|Adventure|Fantasy|

5464,Road to Perdition (2002),Drama|Crime|

5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Drama|Thriller|Crime|

5468,20 Million Miles to Earth (1957),Sci-Fi|

103772,Wolverine, The (2013),Action|Sci-Fi|Adventure|Fantasy|

5470,The Importance of Being Earnest (1952),Romance|Comedy|

5471,Perfect (1985),Drama|Romance|

5472,1776 (1972),Drama|Children|Musical|

71011,Five Graves to Cairo (1943),Thriller|War|

5475,Z (1969),Drama|Thriller|Mystery|

5476,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller|

5477,Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance|

5478,Eight Legged Freaks (2002),Action|Sci-Fi|Horror|Comedy|

5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller|

71014,Dark Corner, The (1946),Film-Noir|Drama|Crime|

5480,Stuart Little 2 (2002),Comedy|Children|

71017,Full Body Massage (1995),Drama|

5481,Austin Powers in Goldmember (2002),Comedy|

5482,Country Bears, The (2002),Comedy|Children|

5483,Kid Stays in the Picture, The (2002),Documentary|

87405,Daydream Nation (2010),Drama|Romance|

5485,Tadpole (2002),Drama|Romance|Comedy|

136562,Steve Jobs (2015),Drama|

5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror|

5490,The Big Bus (1976),Action|Comedy|

5491,Eddy Duchin Story, The (1956),Drama|Romance|Musical|

5493,In Like Flint (1967),Action|Adventure|Comedy|

136564,Macbeth (2015),Drama|

5496,Ossessione (1943),Drama|

54648,Rush Hour 3 (2007),Action|Thriller|Crime|Comedy|

71033,Secret in Their Eyes, The (El secreto de sus ojos) (2009),Drama|Thriller|Crime|Romance|Mystery|

103801,Drinking Buddies (2013),Drama|Romance|Comedy|

5498,Red Beard (Akahige) (1965),Drama|

5499,Robin and Marian (1976),Adventure|Drama|Romance|

5500,Top Secret! (1984),Comedy|

5501,Master of Disguise, The (2002),Comedy|Mystery|

5502,Signs (2002),Sci-Fi|Horror|Thriller|

5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children|

5505,Good Girl, The (2002),Drama|Comedy|

5506,Blood Work (2002),Drama|Thriller|Crime|Mystery|

5507,xXx (2002),Action|Thriller|Crime|

103810,Red 2 (2013),Action|Thriller|Crime|Comedy|

5508,24 Hour Party People (2002),Drama|Comedy|Musical|

87430,Green Lantern (2011),Action|Sci-Fi|Adventure|

5515,Songs From the Second Floor (Sånger från andra våningen) (2000),Drama|

5516,Read My Lips (Sur mes lèvres) (2001),Drama|Thriller|Crime|

103823,Nick Carter, Master Detective (1939),Drama|Crime|Mystery|

71057,9 (2009),Sci-Fi|Adventure|Animation|

103825,Vehicle 19 (2013),Thriller|

5521,Principal, The (1987),Action|Drama|Crime|

5522,Rollerball (1975),Action|Sci-Fi|Drama|

5523,Adventures of Pluto Nash, The (2002),Action|Sci-Fi|Adventure|Comedy|

5524,Blue Crush (2002),Adventure|Drama|Romance|

136598,Vacation (2015),Adventure|Comedy|

5525,Mostly Martha (Bella Martha) (2001),Drama|Romance|Comedy|

5526,Isle, The (Seom) (2000),Drama|

38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy|

5527,Possession (2002),Drama|Romance|

5528,One Hour Photo (2002),Drama|Thriller|

5530,Simone (S1m0ne) (2002),Sci-Fi|Drama|Fantasy|Comedy|

5531,Undisputed (2002),Drama|

5532,Amy's O (a.k.a. Amy's Orgasm) (2001),Romance|Comedy|

5534,Hush! (2001),Drama|

54686,Last Legion, The (2007),Action|Adventure|Fantasy|War|

38304,No Direction Home: Bob Dylan (2005),Documentary|

5537,Satin Rouge (2002),Drama|Musical|

5538,Care Bears Movie, The (1985),Fantasy|Animation|Children|

5539,Care Bears Movie II: A New Generation (1986),Animation|Children|

54691,Lady Chatterley (2006),Drama|Romance|

5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance|

5541,Hot Shots! (1991),Action|Romance|War|Comedy|

5542,Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980),Action|Horror|

5544,Time After Time (1979),Sci-Fi|Thriller|

103849,New World (Shin-sae-gye) (2013),Thriller|

5546,976-EVIL (1989),Horror|

103851,Page Miss Glory (1935),Comedy|

5548,Down and Out in Beverly Hills (1986),Comedy|

87469,Cinema Verite (2011),Drama|

5550,Love Me Tender (1956),Western|Musical|

87471,Yoo-Hoo, Mrs. Goldberg (2009),Documentary|

5551,Return of the Vampire, The (1944),Horror|

5553,Stakeout (1987),Thriller|Crime|Romance|Comedy|

5554,Wild in the Country (1961),Drama|

5555,Wolfen (1981),Horror|

5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Horror|Thriller|Crime|

5559,Mad Love (Juana la Loca) (2001),Drama|

5560,À nous la liberté (Freedom for Us) (1931),Comedy|Musical|

103865,Revenge for Jolly! (2012),Drama|Comedy|

5561,True Colors (1991),Drama|

87483,Mr. Popper's Penguins (2011),Comedy|

103867,Night Train To Lisbon (2013),Thriller|Romance|Mystery|

5563,City by the Sea (2002),Drama|Crime|

5564,Swimfan (2002),Thriller|

87485,Bad Teacher (2011),Comedy|

5568,Johnny Dangerously (1984),Comedy|

5569,Last House on the Left, The (1972),Horror|Thriller|Crime|

5570,Thesis (Tesis) (1996),Drama|Horror|Thriller|

71106,Frequently Asked Questions About Time Travel (2009),Sci-Fi|Comedy|

5572,Barbershop (2002),Comedy|

71108,White Ribbon, The (Das weiße Band) (2009),Drama|Mystery|

5574,Transporter, The (2002),Action|Crime|

5577,Igby Goes Down (2002),Drama|Comedy|

103883,2 Guns (2013),Action|Crime|Comedy|

54732,Balls of Fury (2007),Comedy|

136654,The Face of an Angel (2015),Drama|

5581,Betsy's Wedding (1990),Comedy|

5582,Captain Ron (1992),Adventure|Comedy|

5584,Ernest Goes to Jail (1990),Comedy|

54736,Kingdom, The (2007),Action|Drama|Thriller|

5585,Ernest Scared Stupid (1991),Comedy|

54738,Wind Chill (2007),Drama|Horror|Thriller|

5587,Hills Have Eyes Part II, The (1985),Horror|

5588,Hills Have Eyes, The (1977),Horror|

5591,Monkey Trouble (1994),Comedy|Children|

71129,Green Lantern: First Flight (2009),Action|Sci-Fi|Adventure|Fantasy|Animation|

54745,Rocket Science (2007),Drama|Comedy|

71131,Most Hated Family in America, The (2007),Documentary|

5596,Spaced Invaders (1990),Sci-Fi|Adventure|Comedy|

71135,Pandorum (2009),Sci-Fi|Horror|Thriller|

5600,Wanderers, The (1979),Drama|

5601,Yearling, The (1946),Drama|Children|

87520,Transformers: Dark of the Moon (2011),Action|Sci-Fi|Adventure|War|IMAX|

5602,Ladykillers, The (1955),Crime|Comedy|

71139,Paraíso Travel (2008),Adventure|Drama|Romance|

5603,Lavender Hill Mob, The (1951),Crime|Comedy|

87522,Larry Crowne (2011),Drama|Romance|Comedy|

5604,Man in the White Suit, The (1951),Sci-Fi|Comedy|

5608,Das Experiment (Experiment, The) (2001),Drama|Thriller|

87529,Your Highness (2011),Action|Adventure|Fantasy|Comedy|

5609,Ballistic: Ecks vs. Sever (2002),Action|Thriller|

5610,Banger Sisters, The (2002),Drama|Comedy|

5611,Four Feathers, The (2002),Adventure|War|

5612,Trapped (2002),Action|Thriller|

5613,8 Women (2002),Crime|Comedy|Mystery|Musical|

38384,Hail the Conquering Hero (1944),Comedy|

5617,Secretary (2002),Drama|Romance|Comedy|

5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Fantasy|Animation|

5619,Trials of Henry Kissinger, The (2002),Documentary|

54771,Invasion, The (2007),Action|Sci-Fi|Drama|Horror|Thriller|

5620,Sweet Home Alabama (2002),Romance|Comedy|

5621,Tuxedo, The (2002),Action|Comedy|

71156,Men Who Stare at Goats, The (2009),Action|Drama|Comedy|

54775,War (2007),Action|Thriller|

5625,Moonlight Mile (2002),Drama|Romance|

87547,Hand Gun (1994),Action|Drama|Thriller|Crime|

5628,Wasabi (2001),Action|Drama|Thriller|Crime|Comedy|

54780,Nanny Diaries, The (2007),Drama|Romance|Comedy|

5629,Jonah: A VeggieTales Movie (2002),Animation|Children|Musical|

5630,Red Dragon (2002),Thriller|Crime|Mystery|

5632,Bloody Sunday (2002),Drama|

5633,Heaven (2002),Drama|

54785,Halloween (2007),Horror|

5634,Pipe Dream (2002),Drama|

54787,Death Sentence (2007),Drama|Thriller|

5636,Welcome to Collinwood (2002),Crime|Comedy|

5637,Flirting (1991),Drama|

5638,Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action|Sci-Fi|Adventure|Fantasy|

87558,When Ladies Meet (1933),Romance|Comedy|

5640,Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956),Sci-Fi|Horror|

5642,Onion Field, The (1979),Drama|

5643,Powaqqatsi (1988),Documentary|

5644,Pride of the Yankees, The (1942),Drama|

54796,2 Days in Paris (2007),Drama|Romance|Comedy|

5645,Texasville (1990),Drama|

5646,Valmont (1989),Drama|Romance|

5647,Ernest Goes to Africa (1997),Comedy|

5648,Ernest in the Army (1998),Comedy|

5649,Horror of Dracula (Dracula) (1958),Horror|

71184,Valentino: The Last Emperor (2008),Documentary|

5650,Strange Brew (1983),Comedy|

5651,Incredible Mr. Limpet, The (1964),Animation|War|Comedy|

5653,Django (1966),Western|

5657,Flashback (1990),Action|Adventure|Drama|Crime|Comedy|

5660,Seance on a Wet Afternoon (1964),Drama|Thriller|Crime|

5663,Below (2002),Horror|

5664,Brown Sugar (2002),Romance|

5665,Knockaround Guys (2002),Action|Crime|Comedy|

5666,Rules of Attraction, The (2002),Drama|Thriller|Romance|Comedy|

5667,Tuck Everlasting (2002),Drama|Fantasy|

5668,White Oleander (2002),Drama|

71205,Jennifer's Body (2009),Sci-Fi|Horror|Thriller|Comedy|

5669,Bowling for Columbine (2002),Documentary|

5670,Comedian (2002),Documentary|Comedy|

5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Fantasy|Animation|Children|

5673,Punch-Drunk Love (2002),Drama|Romance|Comedy|

71211,Informant!, The (2009),Drama|Thriller|Crime|Comedy|

5675,Swept Away (2002),Romance|Comedy|

103980,Blue Jasmine (2013),Drama|

5678,Formula 51 (2001),Action|Thriller|Crime|Comedy|

5679,Ring, The (2002),Horror|Thriller|Mystery|

5680,Auto Focus (2002),Drama|Crime|

5681,Fidel (2001),Documentary|

54833,Brighton Rock (1947),Film-Noir|Drama|Crime|

103984,Great Beauty, The (Grande Bellezza, La) (2013),Drama|Comedy|

5682,Grey Zone, The (2001),Drama|

5684,Naqoyqatsi (2002),Documentary|

5685,Real Women Have Curves (2002),Drama|Comedy|

5686,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War|

5688,Tully (2000),Drama|

5689,Billy Bathgate (1991),Drama|Crime|

5690,Grave of the Fireflies (Hotaru no haka) (1988),Drama|Animation|War|

5692,Mechanic, The (1972),Action|Thriller|

5693,Saturday Night Fever (1977),Drama|Romance|Comedy|

5694,Staying Alive (1983),Drama|Comedy|Musical|

5696,Urban Cowboy (1980),Drama|

71239,Brøken, The (a.k.a. Broken, The) (2008),Drama|Horror|Thriller|

71241,Tall Men, The (1955),Western|Action|Adventure|Drama|Romance|

5705,Xanadu (1980),Fantasy|Romance|Musical|

5707,Absence of Malice (1981),Drama|Romance|

5708,All Night Long (1981),Drama|Comedy|

5712,Blow Out (1981),Thriller|Mystery|

71248,Extract (2009),Comedy|

120400,Free Ride (2013),Action|Drama|Thriller|

71252,Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009),Horror|Thriller|

5718,Carbon Copy (1981),Comedy|

71254,Gamer (2009),Action|Sci-Fi|Thriller|

5720,Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981),Action|Adventure|Comedy|

5723,Continental Divide (1981),Romance|Comedy|

5725,Man of Iron (Czlowiek z Zelaza) (1981),Drama|Romance|

5728,Death Hunt (1981),Action|Adventure|Thriller|Crime|

104033,Love, Marilyn (2012),Documentary|

5729,Endless Love (1981),Drama|Romance|

54881,King of Kong, The (2007),Documentary|

71264,Cloudy with a Chance of Meatballs (2009),Fantasy|Animation|IMAX|Children|

136800,Robot Overlords (2014),Action|Sci-Fi|Adventure|

38499,Angels in America (2003),Drama|Fantasy|

5732,Eye of the Needle (1981),Thriller|

5733,Eyewitness (Janitor, The) (1981),Thriller|

5734,Faces of Death 2 (1981),Documentary|Horror|

5736,Faces of Death 3 (1985),Documentary|Horror|

5741,Woman Next Door, The (Femme d'à côté, La) (1981),Drama|Romance|

87660,Too Big to Fail (2011),Drama|

5743,Fort Apache, the Bronx (1981),Action|Drama|

5745,Four Seasons, The (1981),Drama|Comedy|

5747,Gallipoli (1981),Drama|War|

71282,Food, Inc. (2008),Documentary|

71285,Beeswax (2009),Drama|Comedy|

5752,Gregory's Girl (1981),Romance|Comedy|

54908,Taxi 4 (2007),Action|Comedy|

54910,Behind the Mask: The Rise of Leslie Vernon (2006),Horror|Thriller|Comedy|

5761,Legend of the Lone Ranger, The (1981),Western|

5764,Looker (1981),Sci-Fi|Drama|Horror|Thriller|

104069,Louis C.K.: Oh My God (2013),Comedy|

5765,Looney, Looney, Looney Bugs Bunny Movie, The (1981),Animation|Comedy|Children|

5767,Teddy Bear (Mis) (1981),Crime|Comedy|

71302,Attack of the 50 Foot Woman (1958),Sci-Fi|Comedy|

5768,Modern Problems (1981),Fantasy|Comedy|

5769,Modern Romance (1981),Romance|Comedy|

71304,Thirst (Bakjwi) (2009),Drama|Horror|

5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Drama|Crime|

38538,Speak (2004),Drama|

5771,My Bloody Valentine (1981),Drama|Horror|Thriller|

104074,Percy Jackson: Sea of Monsters (2013),Adventure|Fantasy|Children|

5772,My Dinner with André (1981),Drama|

104078,Alan Partridge: Alpha Papa (2013),Comedy|

5777,Pennies from Heaven (1981),Romance|Musical|

5779,Piranha II: The Spawning (1981),Sci-Fi|Horror|

120466,Chappie (2015),Action|Thriller|

5780,Polyester (1981),Comedy|

5781,Private Lessons (1981),Comedy|

5782,Professional, The (Le professionnel) (1981),Action|Drama|Thriller|

5783,Derrida (2002),Documentary|

71318,Terra (a.k.a. Battle for Terra) (2007),Sci-Fi|Adventure|Animation|

5784,Ghost Ship (2002),Horror|

5785,Jackass: The Movie (2002),Documentary|Action|Comedy|

5788,All or Nothing (2002),Drama|

71325,Love Happens (2009),Drama|Romance|Comedy|

104093,Attack, The (2012),Drama|

71327,Bright Star (2009),Drama|Romance|

5791,Frida (2002),Drama|Romance|

120478,The Salt of the Earth (2014),Documentary|

5792,Roger Dodger (2002),Drama|Comedy|

5794,Good Work (Beau travail) (1999),Drama|

104099,Lupin the Third: The Secret of Mamo (1978),Action|Crime|Animation|

5796,Casino Royale (1967),Action|Adventure|Comedy|

5797,Company of Wolves, The (1984),Horror|Fantasy|

5799,Exodus (1960),Drama|Romance|War|

5801,Russians Are Coming, the Russians Are Coming, The (1966),War|Comedy|

5802,World of Henry Orient, The (1964),Comedy|

5803,I Spy (2002),Action|Adventure|Crime|Comedy|

5804,Santa Clause 2, The (2002),Fantasy|Romance|Comedy|Children|

5806,Blackboards (Takhté Siah) (2000),Drama|

54958,Bordertown (2006),Drama|Thriller|Crime|

5808,Weight of Water, The (2000),Thriller|

5809,Femme Fatale (2002),Thriller|Crime|

5810,8 Mile (2002),Drama|

54962,Nines, The (2007),Drama|Mystery|

5812,Far from Heaven (2002),Drama|Romance|

5813,God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001),Romance|Comedy|

104116,Road to Brown, The (1989),Documentary|

54967,Hunting and Gathering (Ensemble, c'est tout) (2007),Drama|Romance|

5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy|

136890,Eastern Boys (2014),Drama|

5817,Ararat (2002),Drama|War|

5818,Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002),Drama|Romance|

5819,Interview with the Assassin (2002),Drama|

5820,Standing in the Shadows of Motown (2002),Documentary|Musical|

5821,Way Home, The (Jibeuro) (2002),Drama|

5824,Liberty Stands Still (2002),Action|Drama|Thriller|

104129,Man of Tai Chi (2013),Action|IMAX|

5825,Life and Death of Colonel Blimp, The (1943),Drama|Romance|War|

5826,Rio Grande (1950),Western|Romance|

54978,Good Night, The (2007),Drama|Fantasy|Romance|Comedy|Musical|

5829,Men with Brooms (2002),Drama|Romance|Comedy|

5832,Left Behind II: Tribulation Force (2002),Drama|

5833,Dog Soldiers (2002),Action|Horror|

5834,Fingers (1978),Drama|

5836,Houseboat (1958),Romance|Comedy|

5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama|

71374,Hellraiser: Hellworld (2005),Horror|

5840,My Mother's Castle (Château de ma mère, Le) (1990),Drama|Comedy|

5841,Return to the Blue Lagoon (1991),Adventure|Romance|

5842,Too Beautiful for You (Trop belle pour toi) (1989),Drama|Romance|Comedy|

71379,Paranormal Activity (2009),Horror|Thriller|

5843,Toy Soldiers (1991),Action|Drama|

54995,Planet Terror (2007),Action|Sci-Fi|Horror|

54997,3:10 to Yuma (2007),Western|Action|Drama|Crime|

5846,Raggedy Man (1981),Drama|

5847,Ragtime (1981),Drama|

54999,Shoot 'Em Up (2007),Action|Crime|Comedy|

104155,Clear History (2013),Comedy|

5851,Rollover (1981),Drama|

5853,Scanners (1981),Sci-Fi|Horror|Thriller|

5854,Sharky's Machine (1981),Drama|Crime|Romance|

5855,Shock Treatment (1981),Sci-Fi|Comedy|Musical|

5859,Southern Comfort (1981),Drama|Thriller|War|

5862,Student Bodies (1981),Horror|Comedy|

5863,Take This Job and Shove It (1981),Comedy|

87785,Takers (2010),Action|Thriller|Crime|

5867,Thief (1981),Drama|Thriller|Crime|

55020,Ten, The (2007),Comedy|

5869,True Confessions (1981),Drama|Crime|

5872,Die Another Day (2002),Action|Adventure|Thriller|

104177,From One Second to the Next (2013),Documentary|

5873,The Emperor's Club (2002),Drama|

5874,Friday After Next (2002),Comedy|

5875,Personal Velocity (2002),Drama|

5876,Quiet American, The (2002),Drama|Thriller|War|

5878,Talk to Her (Hable con Ella) (2002),Drama|Romance|

5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical|

55031,Evening with Kevin Smith, An (2002),Documentary|Comedy|

5880,Extreme Ops (2002),Action|Adventure|Thriller|Crime|

5881,Solaris (2002),Sci-Fi|Drama|Romance|

5882,Treasure Planet (2002),Sci-Fi|Adventure|Animation|IMAX|Children|

5883,They (2002),Horror|Thriller|

5885,What to Do in Case of Fire (Was tun, wenn's brennt?) (2002),Drama|Comedy|

5888,Brother (Brat) (1997),Drama|Crime|

5890,Elling (2001),Drama|Comedy|

5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller|

71429,World's Greatest Dad (2009),Drama|Comedy|

5893,Last Seduction, The (1994),Drama|Thriller|Crime|

5898,Sword and the Sorcerer, The (1982),Action|Adventure|Fantasy|

5899,Zulu (1964),Action|Drama|War|

5900,Analyze That (2002),Crime|Comedy|

55052,Atonement (2007),Drama|Romance|War|

5902,Adaptation (2002),Drama|Romance|Comedy|

5903,Equilibrium (2002),Action|Sci-Fi|Thriller|

71438,Still Walking (Aruitemo aruitemo) (2008),Drama|

104211,We're the Millers (2013),Crime|Comedy|

5907,Medea (1970),Drama|

5914,Vernon, Florida (1981),Documentary|

5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War|

55067,Requiem (2006),Drama|Thriller|

71450,Capitalism: A Love Story (2009),Documentary|

104218,Grown Ups 2 (2013),Comedy|

